1971	22.3988521195830
1972	23.2535186499438
1973	20.5254133150295
1974	24.6431980371420
1975	20.5748442896590
1976	21.0557590448311
1977	24.4896838879669
1978	26.6032530412770
1979	22.7852446833867
1980	25.3748809023785
1981	25.8263551457429
1982	21.7648177989287
1983	20.6660351239403
1984	18.7818348918223
1985	18.9516065516846
1986	23.5688471328729
1987	25.4075922319273
1988	26.1101073692877
1989	27.0899160698839
1990	24.0720030162869
1991	22.0454532471388
1992	22.6700564013949
1993	21.0774300172939
1994	21.2862717398473
1995	19.8247648262529
1996	18.5378154326721
1997	20.3089444596577
1998	23.9956577371220
1999	19.6284628057926
2000	21.2787210115008
2001	22.3491931854425
2002	23.7023784941965
2003	19.5895532857450
2004	20.1990065441413
2005	21.6371012322354
2006	22.4598139346222
2007	22.7048279324151
2008	26.3875075925760
2009	25.6392650468526
2010	28.0373130660068
2011	28.1423988779346
2012	27.7958359385975
2013	28.4670577868885
2014	28.3144380779840
2015	26.8700983230188
2016	24.9790349379277
2017	26.2802593261083
2018	25.9525996305211
